"","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Overall","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Farm.Region","Region.Country","Quality.Classification"
"339","China","menglian mang pan professional cooperative","menglian mang pan professional cooperative","yunnan coffee exchange",1100,"yunnan","menglian mang pan professional cooperative",3,"60 kg","Yunnan Coffee Exchange","2015","April 6th, 2016","yunnan coffee exchange","Catimor","Washed / Wet",7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.1,0,1,"Green",4,"menglian mang pan professional cooperative-yunnan","yunnan-China","Commodity"
"340","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",275,"70 kg","Almacafé","2015","November 19th, 2015","racafe  cia sca","Caturra","Washed / Wet",7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,0,0,"Green",3,"NA-huila","huila-Colombia","Specialty"
"341","Mexico","exportadora café california","exportadora café california","Other",1200,"chiapas jaltenango","exportadora café california",275,"2 kg","Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.","2014","May 12th, 2015","Other","Caturra","Washed / Wet",7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,83.58,0.12,1,0,"Green",13,"exportadora café california-chiapas jaltenango","chiapas jaltenango-Mexico","Commodity"
"342","Ethiopia","lomi tasha","worka","essence coffee",1850,"yirgacheffe","levelup",250,"60 kg","Blossom Valley International","2014","March 25th, 2015","essencecoffee","Other","Washed / Wet",7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,83.58,0,0,0,NA,7,"lomi tasha-yirgacheffe","yirgacheffe-Ethiopia","Commodity"
"343","Uganda","bulamburi coffee farmers","bulamburi coffee farmers","Other",1800,"eastern","bulamburi coffee farmers association",100,"60 kg","Uganda Coffee Development Authority","2013","June 27th, 2014","Other","SL14","Washed / Wet",7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,83.58,0.12,0,0,"Green",5,"bulamburi coffee farmers-eastern","eastern-Uganda","Specialty"
"344","Colombia",NA,"trilladora boananza","ecom cca sa",1600,"cundinamarca",NA,250,"70 kg","Almacafé","2014","June 24th, 2014","compañia colombiana agroindustrial sa","Caturra","Natural / Dry",7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,83.58,0,0,0,"Green",0,"NA-cundinamarca","cundinamarca-Colombia","Commodity"
"345","Colombia",NA,"trilladora agricola","ecom cca sa",1550,"santander",NA,250,"70 kg","Almacafé","2014","March 13th, 2014","compañia colombiana agroindustrial sa","Caturra","Washed / Wet",7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,83.58,0.12,0,0,"Green",1,"NA-santander","santander-Colombia","Specialty"
"346","Colombia",NA,"trilladora agricola","ecom cca sa",1550,"santander",NA,250,"70 kg","Almacafé","2014","March 21st, 2014","compañia colombiana agroindustrial sa","Caturra","Washed / Wet",7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,83.58,0,0,0,NA,0,"NA-santander","santander-Colombia","Commodity"
"347","Taiwan","dragon coffee ","dragon coffee ???","blossom valley",1000,"taichung xinshe ","gu zhi min ",10,"30 kg","Blossom Valley International","2014","December 26th, 2013","cqi taiwan icp cqi","Typica","Other",7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,83.58,0.11,0,0,"Green",0,"dragon coffee -taichung xinshe ","taichung xinshe -Taiwan","Specialty"
"348","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",275,"70 kg","Almacafé","2012","August 31st, 2012","racafe  cia sca","Caturra","Washed / Wet",7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,0,0,"Green",3,"NA-huila","huila-Colombia","Specialty"
"349","Mexico","ojo de agua","agroindustrias unidas de mexico","ecomtrading",1000,"xalapa","julian alberto urrutia moya",250,"1 kg","AMECAFE","2012","June 6th, 2012","alfredo bojalil","Typica","Washed / Wet",7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.12,0,0,NA,2,"ojo de agua-xalapa","xalapa-Mexico","Specialty"
"350","Colombia",NA,NA,"carcafe ltda",2136,"cundinamarca","orlando ortizwilson sanchezgilberto acosta",250,"70 kg","Almacafé","2012","April 2nd, 2012","carcafe ltda ci","Caturra","Natural / Dry",7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.11,0,0,"Green",4,"NA-cundinamarca","cundinamarca-Colombia","Specialty"
"351","Brazil","fazenda jericó",NA,"nucoffee",1100,"south of minas","alvaro resende aguiar",33,"60 kg","NUCOFFEE","2012","January 23rd, 2012","nucoffee","Catuai","Semi-washed / Semi-pulped",7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,83.58,0.12,0,0,"Blue-Green",2,"fazenda jericó-south of minas","south of minas-Brazil","Specialty"
"352","Colombia",NA,"bogota","carcafe ltda",1799,"cundinamarca","orlando moreno  willson sanchez",50,"70 kg","Almacafé","2016","February 20th, 2017","carcafe ltda ci","Caturra","Washed / Wet",7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,0,"Bluish-Green",5,"NA-cundinamarca","cundinamarca-Colombia","Commodity"
"353","Taiwan","631","??????","Other",1200,NA,"0912326001        ",1,"10 kg","Blossom Valley International","2017","February 13th, 2017","cqi taiwan icp cqi","Typica","Other",7.58,7.58,7.17,7.17,7,7,10,10,10,10,83.5,0.11,0,0,"Blue-Green",0,"631-NA","NA-Taiwan","Specialty"
"354","Costa Rica",NA,"beneficio montañas del diamante","cecasa",1850,"tarrazu","martin gutierrez",245,"69 kg","Specialty Coffee Association of Costa Rica","2015","June 6th, 2016","ceca sa","Caturra","Washed / Wet",7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,83.5,0,0,0,"Blue-Green",0,"NA-tarrazu","tarrazu-Costa Rica","Commodity"
"355","Colombia",NA,"neiva","carcafe ltda",1000,"pitalito","mecias urbano  yaniver alvarez",250,"70 kg","Almacafé","2016","April 7th, 2016","carcafe ltda ci","Caturra","Natural / Dry",7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,0,0,"Green",0,"NA-pitalito","pitalito-Colombia","Commodity"
"356","Guatemala","la esperanza","beneficio ixchel","unex guatemala sa",1219.2,"oriente","margarita avila de nuyens",250,"69 kg","Asociacion Nacional Del Café","2016","March 16th, 2016","juan luis alvarado romero","Bourbon","Washed / Wet",7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,0,2,"Bluish-Green",5,"la esperanza-oriente","oriente-Guatemala","Commodity"
"357","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",180,"70 kg","Almacafé","2015","November 19th, 2015","racafe  cia sca","Caturra","Washed / Wet",7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,0,0,"Green",4,"NA-huila","huila-Colombia","Specialty"
"358","Tanzania, United Republic Of","ano family","arusha","Other",1400,"nkure meru","mr  mrs damari absalome",5,"60 kg","Africa Fine Coffee Association","2015","November 16th, 2015","Other","Ruiru 11","Washed / Wet",7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,0,0,"Green",21,"ano family-nkure meru","nkure meru-Tanzania, United Republic Of","Commodity"
"359","Indonesia","yusrin","olam","Other",1500,"bener meriah","yusrin",200,"30 kg","Specialty Coffee Association","2015","September 14th, 2015","Other","Sumatra","Semi-washed / Semi-pulped",7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,0,0,"Bluish-Green",8,"yusrin-bener meriah","bener meriah-Indonesia","Commodity"
"360","Ethiopia",NA,NA,"Other",1600,"oromia","debesa",320,"60 kg","METAD Agricultural Development plc","2014","March 31st, 2015","Other","Other","Natural / Dry",7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,83.5,0.1,1,0,NA,18,"NA-oromia","oromia-Ethiopia","Commodity"
"361","Colombia",NA,NA,"Other",1750,"huila",NA,275,"2 kg","Almacafé","2014","March 12th, 2015","Other","Caturra","Washed / Wet",7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,83.5,0,1,0,NA,0,"NA-huila","huila-Colombia","Commodity"
"362","Colombia",NA,"bonanza - armenia","exportadora de cafe condor sa",1850,"huila",NA,275,"70 kg","Almacafé","2014","January 22nd, 2015","exportadora de cafe condor sa","Caturra","Washed / Wet",8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,83.5,0.11,0,0,"Green",0,"NA-huila","huila-Colombia","Specialty"
"363","Guatemala",NA,"ixchel","the coffee source inc",1400,"atitlan","unex",250,"1 kg","Specialty Coffee Association of Costa Rica","2013","December 18th, 2014","the coffee source inc","Caturra","Washed / Wet",7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,83.5,0.1,0,0,"Green",0,"NA-atitlan","atitlan-Guatemala","Specialty"
"364","Colombia",NA,"trilladora boananza","ecom cca sa",1650,"cundinamarca",NA,250,"70 kg","Almacafé","2014","August 11th, 2014","compañia colombiana agroindustrial sa","Caturra","Washed / Wet",7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,83.5,0,2,0,NA,0,"NA-cundinamarca","cundinamarca-Colombia","Commodity"
"365","Honduras","los hicaques","cigrah sps","cigrah",1350,"comayagua","reynerio zepeda",275,"1 kg","Instituto Hondureño del Café","2015","April 8th, 2014","Other","Caturra","Natural / Dry",7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,83.5,0.1,0,0,"Green",3,"los hicaques-comayagua","comayagua-Honduras","Specialty"
"366","Colombia",NA,"trilladora boananza","exportadora de cafe condor sa",1750,"huila",NA,250,"70 kg","Almacafé","2013","April 26th, 2013","exportadora de cafe condor sa","Caturra","Washed / Wet",7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,83.5,0,1,0,"Green",1,"NA-huila","huila-Colombia","Commodity"
"367","Colombia",NA,"trilladora boananza","exportadora de cafe condor sa",1750,"huila",NA,250,"70 kg","Almacafé","2013","May 24th, 2013","exportadora de cafe condor sa","Caturra","Washed / Wet",7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,83.5,0.11,0,NA,"Green",2,"NA-huila","huila-Colombia","Commodity"
"368","Mexico","finca los barreales 1112lban","finca los barreales","Other",1170,"xalapa","manuel herrera juarez",10,"1 kg","AMECAFE","2012","August 31st, 2012","Other","Bourbon","Natural / Dry",7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,83.5,0.13,0,0,"Green",14,"finca los barreales 1112lban-xalapa","xalapa-Mexico","Commodity"
"369","Mexico",NA,"comunidad de sacún palma, municipio de chilón, chiapas","Other",940,"chilón","armando gutierrez guzman",10,"1 kg","AMECAFE","2012","August 30th, 2012","Other","Typica","Semi-washed / Semi-pulped",7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,83.5,0.11,0,0,"Green",12,"NA-chilón","chilón-Mexico","Commodity"
"370","Mexico","la corralera","dos puentes de finca kassandra","Other",1400,"totutla","gabriel bernard rivas ross",15,"1 kg","AMECAFE","2012","July 11th, 2012","Other","Pacamara","Washed / Wet",7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,83.5,0.12,0,0,"Green",0,"la corralera-totutla","totutla-Mexico","Specialty"
"371","Guatemala","santo tomas pachuj","palinsa, beneficiado seco / santo tomas pachuj, beneficiado humedo","Other",1524,"atitlan","rnp santo tomas pachuj  kanematsu corporation",275,"69 kg","Asociacion Nacional Del Café","2012","April 30th, 2012","juan luis alvarado romero","Caturra","Washed / Wet",7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,0,0,"Green",5,"santo tomas pachuj-atitlan","atitlan-Guatemala","Specialty"
"372","Colombia",NA,NA,"racafe  cia sca",1775,"huila","la plata",175,"70 kg","Almacafé","2012","February 9th, 2012","racafe  cia sca","Caturra","Washed / Wet",7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,0,0,"Green",0,"NA-huila","huila-Colombia","Specialty"
"373","Guatemala","conquista  morito","beneficio ixchel","Other",1402.08,"oriente","conquistamorito",250,"2 kg","Specialty Coffee Association","2012","February 1st, 2012","Other","Bourbon","Washed / Wet",7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,83.5,0,3,0,"Green",12,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"374","United States (Hawaii)",NA,NA,"Other",1200,NA,NA,14,"100 lbs","Specialty Coffee Association","2011","March 8th, 2011","kona pacific farmers cooperative","Hawaiian Kona","Other",7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,83.5,0.01,0,0,NA,0,"NA-NA","NA-United States (Hawaii)","Commodity"
"375","Indonesia","pancoer angkrek","pt. perkebunan nusantara xii","Other",1600,"bondowoso","pt perkebunan nusantara xii",10,"60 kg","Specialty Coffee Association of Indonesia","2010","November 29th, 2010","Other","Typica","Washed / Wet",7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,83.5,0,0,0,NA,0,"pancoer angkrek-bondowoso","bondowoso-Indonesia","Commodity"
"376","Colombia",NA,"neiva","carcafe ltda",439,"huila","franklin dussan  hipolito torres",300,"29 kg","Almacafé","2018","November 9th, 2017","carcafe ltda ci","Caturra","Washed / Wet",7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,0,2,"Green",1,"NA-huila","huila-Colombia","Commodity"
"377","Guatemala","piamonte","beneficio ixchel","unex guatemala sa",1700,"san marcos","jorge leal",50,"69 kg","Asociacion Nacional Del Café","2017","August 23rd, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,0,0,"Green",3,"piamonte-san marcos","san marcos-Guatemala","Specialty"
"378","Colombia",NA,"cartago","carcafe ltda",442,"huila","franklin dussan  hipoloto torres",600,"29 kg","Almacafé","2016","May 10th, 2017","carcafe ltda ci","Caturra","Washed / Wet",7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,"Green",2,"NA-huila","huila-Colombia","Specialty"
"379","Costa Rica","gamboa","beneficio montañas del diamante","cecasa",1850,"tarrazu","martin gutierrez",275,"69 kg","Specialty Coffee Association of Costa Rica","2016","February 17th, 2017","ceca sa","Caturra","Washed / Wet",7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,0,0,"Blue-Green",4,"gamboa-tarrazu","tarrazu-Costa Rica","Specialty"
"380","Taiwan",NA,"?????????","Other",1200,NA,"0939227229",1,"10 kg","Blossom Valley International","2015","February 13th, 2017","cqi taiwan icp cqi","Typica","Other",7.67,7.67,7,7.08,7,7,10,10,10,10,83.42,0.11,0,0,"Blue-Green",0,"NA-NA","NA-Taiwan","Specialty"
"381","Uganda","bulago  buginyanya","bcu","Other",1800,"eastern","bulago  buginyanya",20,"1218 kg","Uganda Coffee Development Authority","2015","July 21st, 2016","Other","SL14","Washed / Wet",7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,0,0,"Green",1,"bulago  buginyanya-eastern","eastern-Uganda","Specialty"
"382","Thailand","matsuzawa coffee","matsuzawa coffee","Other",1200,"thailand","matsuzawa coffee",500,"25 kg","Specialty Coffee Institute of Asia","2015","June 27th, 2016"," koju matsuzawa","Catimor","Washed / Wet",7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0,"Bluish-Green",0,"matsuzawa coffee-thailand","thailand-Thailand","Commodity"
"383","El Salvador","la joya","el borbollon","consejo salvadoreño del café",1330,"apaneca","ibero el salvador sa de cv",275,"69 kg","Salvadoran Coffee Council","2016","April 25th, 2016","consejo salvadoreño del café","Bourbon","Washed / Wet",7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,0,0,NA,0,"la joya-apaneca","apaneca-El Salvador","Specialty"
"384","Colombia",NA,"neiva","carcafe ltda",442,"huila","franklin dussanandres rodriguezhipolito torres",275,"70 kg","Almacafé","2015","April 29th, 2015","carcafe ltda ci","Caturra","Natural / Dry",7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0,"Green",0,"NA-huila","huila-Colombia","Commodity"
"385","Brazil","cachoeira da grama farm",NA,"bourbon specialty coffees",1250,"vale da grama","gabriel carvalho dias",300,"60 kg","Brazil Specialty Coffee Association","2014","January 15th, 2015","bourbon specialty coffees","Yellow Bourbon","Semi-washed / Semi-pulped",7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,0,0,"Green",6,"cachoeira da grama farm-vale da grama","vale da grama-Brazil","Commodity"
"386","Tanzania, United Republic Of","ngila estate","ngila estate ltd","Other",1600,"karatu northern","ngila estate ltd",39,"60 kg","Africa Fine Coffee Association","2014","December 12th, 2014","Other","Bourbon","Washed / Wet",7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,0,0,"Green",4,"ngila estate-karatu northern","karatu northern-Tanzania, United Republic Of","Commodity"
"387","Colombia",NA,"trilladora boananza","ecom cca sa",1813,"huila",NA,250,"70 kg","Almacafé","2015","October 15th, 2014","compañia colombiana agroindustrial sa","Caturra","Washed / Wet",7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0,"Green",1,"NA-huila","huila-Colombia","Specialty"
"388","Guatemala","el papaturro","beneficio ixchel","unex guatemala sa",1219.2,"oriente","amilcar lapola",250,"69 kg","Asociacion Nacional Del Café","2013","August 21st, 2014","juan luis alvarado romero","Bourbon","Natural / Dry",7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,0,0,"Green",1,"el papaturro-oriente","oriente-Guatemala","Specialty"
"389","Guatemala","finca medina","beneficio siembras vision (154)","siembras vision sa",1500,"antigua","siembras visión sa",250,"69 kg","Asociacion Nacional Del Café","2014","February 18th, 2014","juan luis alvarado romero","Caturra","Washed / Wet",7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,0,0,"Green",2,"finca medina-antigua","antigua-Guatemala","Specialty"
"390","Guatemala","el morito","beneficio ixchel","unex guatemala sa",1310.64,"oriente","roberto monterroso",250,"69 kg","Asociacion Nacional Del Café","2013","July 16th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,0,0,"Green",0,"el morito-oriente","oriente-Guatemala","Specialty"
"391","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,13,"100 lbs","Specialty Coffee Association","2012","January 24th, 2013","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,83.42,0,0,0,"Green",2,"NA-kona","kona-United States (Hawaii)","Commodity"
"392","Colombia",NA,"trilladora boananza","exportadora de cafe condor sa",1450,"cundinamarca","exportadora de cafe condor",250,"70 kg","Almacafé","2012","June 26th, 2012","exportadora de cafe condor sa","Caturra","Washed / Wet",7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,0,0,"Green",2,"NA-cundinamarca","cundinamarca-Colombia","Specialty"
"393","Colombia",NA,NA,"Other",1750,"huila",NA,250,"70 kg","Almacafé","2011","February 1st, 2011","Other","Caturra","Other",7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,83.42,0.1,1,0,NA,3,"NA-huila","huila-Colombia","Commodity"
"394","United States (Hawaii)","kona pacific farmers cooperative",NA,"Other",518.16,"kona","kona pacific farmers coop",12,"60 kg","Specialty Coffee Association","2010","December 27th, 2010","kona pacific farmers cooperative","Hawaiian Kona","Other",7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,83.42,0.01,0,0,NA,0,"kona pacific farmers cooperative-kona","kona-United States (Hawaii)","Commodity"
"395","Thailand","doi tung development project",NA,"Other",1000,NA,"doi tung development project",4,"1 lbs","Specialty Coffee Association","2010","April 13th, 2010","doi tung development project","Peaberry","Washed / Wet",7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,83.42,0.11,0,0,NA,0,"doi tung development project-NA","NA-Thailand","Specialty"
"396","Mexico",NA,NA,"Other",1050,"nayarit","productores de cafe de el cuarenteno s de pr de rl",6,"6","Specialty Coffee Association","2010","May 26th, 2010","grounds for health admin","Typica","Other",7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,2,0,NA,4,"NA-nayarit","nayarit-Mexico","Commodity"
"397","Colombia",NA,"bonanza - armenia","exportadora de cafe condor sa",1650,"huila","various",275,"70 kg","Almacafé","2016","November 8th, 2016","exportadora de cafe condor sa","Caturra","Washed / Wet",7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,NA,0,"NA-huila","huila-Colombia","Commodity"
"398","Colombia",NA,"bachue","racafe  cia sca",1600,"guayata",NA,130,"70 kg","Almacafé","2016","June 15th, 2016","racafe  cia sca","Caturra","Washed / Wet",7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,"Blue-Green",0,"NA-guayata","guayata-Colombia","Commodity"
"399","Colombia",NA,"bachue","racafe  cia sca",1750,"huila","la plata",275,"70 kg","Almacafé","2016","May 5th, 2016","racafe  cia sca","Caturra","Washed / Wet",7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0,"Green",2,"NA-huila","huila-Colombia","Commodity"
"400","Brazil","rio verde","ipanema coffees","ipanema coffees",1227,"south of minas","ipanema agrícola sa",10,"2 kg","Specialty Coffee Association","2016","October 12th, 2015","ipanema coffees","Catuai","Semi-washed / Semi-pulped",7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0,"Green",5,"rio verde-south of minas","south of minas-Brazil","Commodity"
"401","Mexico","ecc","ecc","Other",1200,"chiapas","ecc",275,"1 kg","Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.","2014","July 14th, 2015","Other","Caturra","Washed / Wet",7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,0,0,"Green",2,"ecc-chiapas","chiapas-Mexico","Specialty"
"402","Colombia",NA,"trilladora agricola","exportadora de cafe condor sa",1650,"santander","varios",275,"70 kg","Almacafé","2015","April 8th, 2015","exportadora de cafe condor sa","Caturra","Washed / Wet",7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,0,0,"Green",1,"NA-santander","santander-Colombia","Specialty"
"403","Tanzania, United Republic Of","mondul coffee estate","mondul coffee estate","Other",1700,"arusha","mondul coffee estate",10,"60 kg","Africa Fine Coffee Association","2014","December 12th, 2014","afca","Other","Semi-washed / Semi-pulped",7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,0,0,"Green",6,"mondul coffee estate-arusha","arusha-Tanzania, United Republic Of","Commodity"
"404","Mexico","el pino","el pino, cosautlan de carvajal","Other",1100,"veracruz","josé luis andrade sandara",200,"1 kg","AMECAFE","2013","July 15th, 2014","Other","Other","Washed / Wet",7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,0,0,"Green",0,"el pino-veracruz","veracruz-Mexico","Specialty"
"405","Costa Rica",NA,"cafe altura de san ramon","the coffee source inc",1300,"san ramon","several",250,"3 lbs","Specialty Coffee Association","2014","April 7th, 2014","the coffee source inc","Caturra","Washed / Wet",7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,0,0,"Green",3,"NA-san ramon","san ramon-Costa Rica","Specialty"
"406","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,12,"100 lbs","Specialty Coffee Association","2014","February 25th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,83.33,0.11,0,0,"Bluish-Green",1,"NA-kona","kona-United States (Hawaii)","Specialty"
"407","Costa Rica",NA,"several - coricafe dry mill","coricafe sa",1200,"central valley","coricafe blend",250,"1 kg","Specialty Coffee Association of Costa Rica","2013","February 14th, 2014","eric thormaehlen","Catuai","Washed / Wet",7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,0,0,"Green",3,"NA-central valley","central valley-Costa Rica","Specialty"
"408","Peru",NA,NA,"sustainable harvest",1200,NA,NA,280,"5 lbs","Specialty Coffee Association","2013","January 21st, 2014","dane loraas","Other","Washed / Wet",7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,83.33,0.12,0,0,"Green",5,"NA-NA","NA-Peru","Specialty"
"409","Haiti","marre blanche",NA,"Other",1280.16,"thiotte haiti","coopcab",2,"4 lbs","Specialty Coffee Association","2012","October 3rd, 2013","Other","Typica","Washed / Wet",7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,0,0,"Green",4,"marre blanche-thiotte haiti","thiotte haiti-Haiti","Specialty"
"410","Colombia",NA,"neiva","carcafe ltda",1000,"pitalito","orlando ortiz  hipolito torres",250,"70 kg","Almacafé","2013","April 26th, 2013","carcafe ltda ci","Caturra","Natural / Dry",7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,0,0,"Green",1,"NA-pitalito","pitalito-Colombia","Specialty"
"411","Guatemala","el sacramento","beneficio ixchel","unex guatemala sa",1310.64,"oriente","luis rodriguez",250,"69 kg","Asociacion Nacional Del Café","2013","February 26th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,0,0,"Green",3,"el sacramento-oriente","oriente-Guatemala","Specialty"
"412","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,7,"100 lbs","Specialty Coffee Association","2012","January 24th, 2013","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,83.33,0.1,0,0,"Bluish-Green",4,"NA-kona","kona-United States (Hawaii)","Specialty"
"413","Burundi","sogestal kayanza","kiriyama washing station","Other",1880,"kayanza",NA,220,"60 kg","Specialty Coffee Association","2012","August 29th, 2012","Other","Bourbon","Washed / Wet",7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,83.33,0,0,0,NA,5,"sogestal kayanza-kayanza","kayanza-Burundi","Commodity"
"414","Colombia",NA,"trilladora boananza","exportadora de cafe condor sa",1750,"huila","condor",250,"70 kg","Almacafé","2012","May 30th, 2012","exportadora de cafe condor sa","Caturra","Washed / Wet",7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,0,0,"Green",1,"NA-huila","huila-Colombia","Commodity"
"415","United States (Hawaii)",NA,NA,"Other",518.16,"kona",NA,27,"100 lbs","Specialty Coffee Association","2011","September 20th, 2011","kona pacific farmers cooperative","Hawaiian Kona","Other",8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,83.33,0.01,0,0,NA,0,"NA-kona","kona-United States (Hawaii)","Commodity"
"416","United States (Hawaii)",NA,NA,"Other",1200,NA,NA,25,"100 lbs","Specialty Coffee Association","2011","February 24th, 2011","kona pacific farmers cooperative","Hawaiian Kona","Other",7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,83.33,0,0,0,NA,0,"NA-NA","NA-United States (Hawaii)","Commodity"
